anchor,radiative_case,planet,T_K,T_C,escape_velocity_km_s,candidate_atmosphere,category,priority,required_gases,optional_gases,retained_gases,scientific_reason,comment
venus_hot,Blackbody Ideal,Earth-like,327.55466272083544,54.40466272083546,11.184982503114451,sulfur_volcanic,secundária vulcânica / sulfurada,média,"CO2, N2","SO2, H2S, H2O","CH4, CO, CO2, H2, H2O, H2S, He, N2, NH3, O2, SO2",Cenário inspirado em atmosferas secundárias com SO2/H2S; útil para testar vulcanismo e falsos positivos.,"Gases sulfurados retidos preliminarmente (H2S, SO2); depois testar fotólise e vulcanismo. cenário quente; avaliar perda de água e efeito estufa."
venus_hot,Blackbody Ideal,Earth-like,327.55466272083544,54.40466272083546,11.184982503114451,airless_or_thin,controle negativo,controle,-,-,"CH4, CO, CO2, H2, H2O, H2S, He, N2, NH3, O2, SO2",Controle para cenários em que a atmosfera é fina ou ausente.,"Cenário controle, não depende de retenção de gases específicos."
venus_hot,earth_effective_temperature,Earth-like,298.96727540650375,25.817275406503768,11.184982503114451,N2_CO2_H2O,atmosfera secundária rochosa / alto peso molecular,alta,"N2, CO2, H2O","CH4, O2, O3","CH4, CO, CO2, H2, H2O, H2S, He, N2, NH3, O2, SO2",Cenário baseline para planeta rochoso ou water world; inspirado em atmosferas N2/CO2 de alto peso molecular discutidas por Damiano et al.,Gases essenciais passam no filtro de retenção. faixa temperada.
venus_hot,earth_effective_temperature,Earth-like,298.96727540650375,25.817275406503768,11.184982503114451,CO2_N2_H2O,CO2-dominante / outgassing,alta,"CO2, N2, H2O","SO2, H2S, CO","CH4, CO, CO2, H2, H2O, H2S, He, N2, NH3, O2, SO2","Cenário plausível para atmosfera secundária por outgassing, com efeito estufa forte.",Gases essenciais passam no filtro de retenção. faixa temperada.
venus_hot,earth_effective_temperature,Earth-like,298.96727540650375,25.817275406503768,11.184982503114451,N2_CO2_CH4_H2O,redutora / tipo Terra arqueana,alta,"N2, CO2, CH4, H2O","H2, CO","CH4, CO, CO2, H2, H2O, H2S, He, N2, NH3, O2, SO2","Interessante para metanogênese, desequilíbrio CH4+CO2 e formação de haze; precisará passar depois por filtro UV/fotólise.",Gases essenciais passam no filtro de retenção. faixa temperada.
venus_hot,earth_effective_temperature,Earth-like,298.96727540650375,25.817275406503768,11.184982503114451,H2_rich,primordial / Hycean / super-Terra,média-baixa,H2,"He, CH4, NH3, H2O, CO2","CH4, CO, CO2, H2, H2O, H2S, He, N2, NH3, O2, SO2",Só deve ser prioridade se H2/He forem bem retidos e o planeta for massivo o suficiente.,"H2 aparece retível no filtro simples, mas este filtro usa T_eq e pode superestimar retenção de H2; tratar como cenário exploratório. faixa temperada."
venus_hot,earth_effective_temperature,Earth-like,298.96727540650375,25.817275406503768,11.184982503114451,sulfur_volcanic,secundária vulcânica / sulfurada,média,"CO2, N2","SO2, H2S, H2O","CH4, CO, CO2, H2, H2O, H2S, He, N2, NH3, O2, SO2",Cenário inspirado em atmosferas secundárias com SO2/H2S; útil para testar vulcanismo e falsos positivos.,"Gases sulfurados retidos preliminarmente (H2S, SO2); depois testar fotólise e vulcanismo. faixa temperada."
venus_hot,earth_effective_temperature,Earth-like,298.96727540650375,25.817275406503768,11.184982503114451,airless_or_thin,controle negativo,controle,-,-,"CH4, CO, CO2, H2, H2O, H2S, He, N2, NH3, O2, SO2",Controle para cenários em que a atmosfera é fina ou ausente.,"Cenário controle, não depende de retenção de gases específicos."
venus_hot,earth_surface_greenhouse_effective,Earth-like,338.2915849824837,65.14158498248372,11.184982503114451,N2_CO2_H2O,atmosfera secundária rochosa / alto peso molecular,alta,"N2, CO2, H2O","CH4, O2, O3","CH4, CO, CO2, H2, H2O, H2S, He, N2, NH3, O2, SO2",Cenário baseline para planeta rochoso ou water world; inspirado em atmosferas N2/CO2 de alto peso molecular discutidas por Damiano et al.,Gases essenciais passam no filtro de retenção. cenário quente; avaliar perda de água e efeito estufa.
venus_hot,earth_surface_greenhouse_effective,Earth-like,338.2915849824837,65.14158498248372,11.184982503114451,CO2_N2_H2O,CO2-dominante / outgassing,alta,"CO2, N2, H2O","SO2, H2S, CO","CH4, CO, CO2, H2, H2O, H2S, He, N2, NH3, O2, SO2","Cenário plausível para atmosfera secundária por outgassing, com efeito estufa forte.",Gases essenciais passam no filtro de retenção. cenário quente; avaliar perda de água e efeito estufa.
venus_hot,earth_surface_greenhouse_effective,Earth-like,338.2915849824837,65.14158498248372,11.184982503114451,N2_CO2_CH4_H2O,redutora / tipo Terra arqueana,alta,"N2, CO2, CH4, H2O","H2, CO","CH4, CO, CO2, H2, H2O, H2S, He, N2, NH3, O2, SO2","Interessante para metanogênese, desequilíbrio CH4+CO2 e formação de haze; precisará passar depois por filtro UV/fotólise.",Gases essenciais passam no filtro de retenção. cenário quente; avaliar perda de água e efeito estufa.
venus_hot,earth_surface_greenhouse_effective,Earth-like,338.2915849824837,65.14158498248372,11.184982503114451,H2_rich,primordial / Hycean / super-Terra,média-baixa,H2,"He, CH4, NH3, H2O, CO2","CH4, CO, CO2, H2, H2O, H2S, He, N2, NH3, O2, SO2",Só deve ser prioridade se H2/He forem bem retidos e o planeta for massivo o suficiente.,"H2 aparece retível no filtro simples, mas este filtro usa T_eq e pode superestimar retenção de H2; tratar como cenário exploratório. cenário quente; avaliar perda de água e efeito estufa."
venus_hot,earth_surface_greenhouse_effective,Earth-like,338.2915849824837,65.14158498248372,11.184982503114451,sulfur_volcanic,secundária vulcânica / sulfurada,média,"CO2, N2","SO2, H2S, H2O","CH4, CO, CO2, H2, H2O, H2S, He, N2, NH3, O2, SO2",Cenário inspirado em atmosferas secundárias com SO2/H2S; útil para testar vulcanismo e falsos positivos.,"Gases sulfurados retidos preliminarmente (H2S, SO2); depois testar fotólise e vulcanismo. cenário quente; avaliar perda de água e efeito estufa."
venus_hot,earth_surface_greenhouse_effective,Earth-like,338.2915849824837,65.14158498248372,11.184982503114451,airless_or_thin,controle negativo,controle,-,-,"CH4, CO, CO2, H2, H2O, H2S, He, N2, NH3, O2, SO2",Controle para cenários em que a atmosfera é fina ou ausente.,"Cenário controle, não depende de retenção de gases específicos."
venus_hot,mars_like_radiative_case,Mars-like,308.75798677436813,35.60798677436816,5.027887186236593,N2_CO2_H2O,atmosfera secundária rochosa / alto peso molecular,alta,"N2, CO2, H2O","CH4, O2, O3","CH4, CO, CO2, H2O, H2S, N2, NH3, O2, SO2",Cenário baseline para planeta rochoso ou water world; inspirado em atmosferas N2/CO2 de alto peso molecular discutidas por Damiano et al.,Gases essenciais passam no filtro de retenção. faixa temperada.
venus_hot,mars_like_radiative_case,Mars-like,308.75798677436813,35.60798677436816,5.027887186236593,CO2_N2_H2O,CO2-dominante / outgassing,alta,"CO2, N2, H2O","SO2, H2S, CO","CH4, CO, CO2, H2O, H2S, N2, NH3, O2, SO2","Cenário plausível para atmosfera secundária por outgassing, com efeito estufa forte.",Gases essenciais passam no filtro de retenção. faixa temperada.
venus_hot,mars_like_radiative_case,Mars-like,308.75798677436813,35.60798677436816,5.027887186236593,N2_CO2_CH4_H2O,redutora / tipo Terra arqueana,alta,"N2, CO2, CH4, H2O","H2, CO","CH4, CO, CO2, H2O, H2S, N2, NH3, O2, SO2","Interessante para metanogênese, desequilíbrio CH4+CO2 e formação de haze; precisará passar depois por filtro UV/fotólise.",Gases essenciais passam no filtro de retenção. faixa temperada.
venus_hot,mars_like_radiative_case,Mars-like,308.75798677436813,35.60798677436816,5.027887186236593,H2_rich,primordial / Hycean / super-Terra,baixa,H2,"He, CH4, NH3, H2O, CO2","CH4, CO, CO2, H2O, H2S, N2, NH3, O2, SO2",Só deve ser prioridade se H2/He forem bem retidos e o planeta for massivo o suficiente.,Faltam gases essenciais no filtro de retenção: H2.
venus_hot,mars_like_radiative_case,Mars-like,308.75798677436813,35.60798677436816,5.027887186236593,sulfur_volcanic,secundária vulcânica / sulfurada,média,"CO2, N2","SO2, H2S, H2O","CH4, CO, CO2, H2O, H2S, N2, NH3, O2, SO2",Cenário inspirado em atmosferas secundárias com SO2/H2S; útil para testar vulcanismo e falsos positivos.,"Gases sulfurados retidos preliminarmente (H2S, SO2); depois testar fotólise e vulcanismo. faixa temperada."
venus_hot,mars_like_radiative_case,Mars-like,308.75798677436813,35.60798677436816,5.027887186236593,airless_or_thin,controle negativo,controle,-,-,"CH4, CO, CO2, H2O, H2S, N2, NH3, O2, SO2",Controle para cenários em que a atmosfera é fina ou ausente.,"Cenário controle, não depende de retenção de gases específicos."
venus_hot,venus_greenhouse_effective,Venus-like,681.781801277912,408.631801277912,10.360937957550536,N2_CO2_H2O,atmosfera secundária rochosa / alto peso molecular,alta,"N2, CO2, H2O","CH4, O2, O3","CH4, CO, CO2, H2O, H2S, He, N2, NH3, O2, SO2",Cenário baseline para planeta rochoso ou water world; inspirado em atmosferas N2/CO2 de alto peso molecular discutidas por Damiano et al.,Gases essenciais passam no filtro de retenção. cenário muito quente; risco de superaquecimento.
venus_hot,venus_greenhouse_effective,Venus-like,681.781801277912,408.631801277912,10.360937957550536,CO2_N2_H2O,CO2-dominante / outgassing,alta,"CO2, N2, H2O","SO2, H2S, CO","CH4, CO, CO2, H2O, H2S, He, N2, NH3, O2, SO2","Cenário plausível para atmosfera secundária por outgassing, com efeito estufa forte.",Gases essenciais passam no filtro de retenção. cenário muito quente; risco de superaquecimento.
venus_hot,venus_greenhouse_effective,Venus-like,681.781801277912,408.631801277912,10.360937957550536,N2_CO2_CH4_H2O,redutora / tipo Terra arqueana,alta,"N2, CO2, CH4, H2O","H2, CO","CH4, CO, CO2, H2O, H2S, He, N2, NH3, O2, SO2","Interessante para metanogênese, desequilíbrio CH4+CO2 e formação de haze; precisará passar depois por filtro UV/fotólise.",Gases essenciais passam no filtro de retenção. cenário muito quente; risco de superaquecimento.
venus_hot,venus_greenhouse_effective,Venus-like,681.781801277912,408.631801277912,10.360937957550536,H2_rich,primordial / Hycean / super-Terra,baixa,H2,"He, CH4, NH3, H2O, CO2","CH4, CO, CO2, H2O, H2S, He, N2, NH3, O2, SO2",Só deve ser prioridade se H2/He forem bem retidos e o planeta for massivo o suficiente.,Faltam gases essenciais no filtro de retenção: H2.
venus_hot,venus_greenhouse_effective,Venus-like,681.781801277912,408.631801277912,10.360937957550536,sulfur_volcanic,secundária vulcânica / sulfurada,média,"CO2, N2","SO2, H2S, H2O","CH4, CO, CO2, H2O, H2S, He, N2, NH3, O2, SO2",Cenário inspirado em atmosferas secundárias com SO2/H2S; útil para testar vulcanismo e falsos positivos.,"Gases sulfurados retidos preliminarmente (H2S, SO2); depois testar fotólise e vulcanismo. cenário muito quente; risco de superaquecimento."
venus_hot,venus_greenhouse_effective,Venus-like,681.781801277912,408.631801277912,10.360937957550536,airless_or_thin,controle negativo,controle,-,-,"CH4, CO, CO2, H2O, H2S, He, N2, NH3, O2, SO2",Controle para cenários em que a atmosfera é fina ou ausente.,"Cenário controle, não depende de retenção de gases específicos."
